year,student_id,ability,assignment,exam,ai_usage
2020,2020-001,1.26,54.8,7.47,0.0
2020,2020-002,0.223,46.6,4.85,0.0
2020,2020-003,1.333,63.8,6.79,0.0
2020,2020-004,-1.418,13.8,0.79,0.0
2020,2020-005,-0.273,35.3,4.2,0.0
2020,2020-006,0.067,39.3,5.5,0.0
2020,2020-007,0.251,39.4,6.71,0.0
2020,2020-008,0.273,47.9,5.24,0.0
2020,2020-009,-1.761,15.7,2.56,0.0
2020,2020-010,1.088,10.8,2.46,0.0
2020,2020-011,-0.563,28.2,5.08,0.0
2020,2020-012,0.584,56.7,7.45,0.0
2020,2020-013,0.385,57.9,4.64,0.0
2020,2020-014,0.449,60.7,6.22,0.0
2020,2020-015,0.085,45.3,4.09,0.0
2020,2020-016,1.333,73.4,5.4,0.0
2020,2020-017,-0.898,29.7,2.45,0.0
2020,2020-018,-0.481,37.1,3.48,0.0
2020,2020-019,-0.817,24.3,3.11,0.0
2020,2020-020,2.979,100.0,10.0,0.0
2020,2020-021,1.187,14.4,0.63,0.0
2020,2020-022,-0.513,36.7,3.53,0.0
2020,2020-023,-2.008,18.4,1.49,0.0
2020,2020-024,0.064,50.0,9.18,0.0
2020,2020-025,1.093,60.3,8.53,0.0
2020,2020-026,-0.136,37.4,4.94,0.0
2020,2020-027,-1.713,21.6,1.52,0.0
2020,2020-028,-0.063,37.1,4.52,0.0
2020,2020-029,-1.182,17.9,1.46,0.0
2020,2020-030,-0.33,31.1,4.51,0.0
2020,2020-031,-0.803,33.2,0.67,0.0
2020,2020-032,0.096,41.7,6.32,0.0
2020,2020-033,-0.688,27.2,3.58,0.0
2020,2020-034,0.682,49.1,5.66,0.0
2020,2020-035,0.65,42.1,5.65,0.0
2020,2020-036,0.712,54.2,4.64,0.0
2020,2020-037,-1.733,15.5,1.19,0.0
2020,2020-038,0.596,53.6,5.88,0.0
2020,2020-039,-0.198,45.7,4.04,0.0
2020,2020-040,-0.92,34.4,4.57,0.0
2020,2020-041,0.309,58.8,4.79,0.0
2020,2020-042,-0.724,37.0,3.69,0.0
2020,2020-043,0.789,59.7,5.89,0.0
2020,2020-044,-1.063,24.4,3.61,0.0
2020,2020-045,-0.556,33.3,4.38,0.0
2020,2020-046,-1.46,15.3,1.75,0.0
2020,2020-047,-0.92,26.5,2.29,0.0
2020,2020-048,0.301,45.1,6.87,0.0
2020,2020-049,-0.259,33.9,3.87,0.0
2020,2020-050,1.472,65.7,9.32,0.0
2020,2020-051,0.504,40.2,6.2,0.0
2020,2020-052,-2.271,2.1,0.73,0.0
2020,2020-053,-2.086,0.0,1.18,0.0
2020,2020-054,1.293,6.2,3.38,0.0
2020,2020-055,1.06,64.6,9.76,0.0
2020,2020-056,0.156,43.5,4.14,0.0
2020,2020-057,1.506,67.0,5.8,0.0
2020,2020-058,-0.062,39.6,3.78,0.0
2020,2020-059,-1.106,31.1,2.87,0.0
2020,2020-060,-1.379,20.3,0.62,0.0
2020,2020-061,0.783,56.7,6.36,0.0
2020,2020-062,-0.362,36.1,5.69,0.0
2020,2020-063,0.318,55.2,3.68,0.0
2020,2020-064,0.172,39.3,4.3,0.0
2020,2020-065,-0.376,37.3,3.74,0.0
2020,2020-066,-1.006,2.0,3.12,0.0
2020,2020-067,0.022,45.0,5.45,0.0
2020,2020-068,0.851,54.1,5.26,0.0
2020,2020-069,0.056,41.8,6.03,0.0
2020,2020-070,0.048,45.0,6.42,0.0
2020,2020-071,0.06,33.3,6.39,0.0
2020,2020-072,0.128,45.9,4.91,0.0
2020,2020-073,0.645,60.2,7.91,0.0
2020,2020-074,0.208,44.2,7.67,0.0
2020,2020-075,-0.031,37.2,5.47,0.0
2020,2020-076,0.936,60.9,6.21,0.0
2020,2020-077,0.687,49.4,6.32,0.0
2020,2020-078,-0.02,43.5,4.61,0.0
2020,2020-079,1.049,55.2,6.32,0.0
2020,2020-080,1.073,71.7,6.35,0.0
2020,2020-081,-0.98,26.0,0.0,0.0
2020,2020-082,1.641,24.9,2.22,0.0
2020,2020-083,0.223,37.5,6.41,0.0
2020,2020-084,-1.479,20.1,2.67,0.0
2020,2020-085,-0.599,21.2,3.73,0.0
2020,2020-086,1.204,56.3,5.87,0.0
2020,2020-087,-1.936,17.5,0.63,0.0
2020,2020-088,0.803,24.7,2.21,0.0
2020,2020-089,-0.067,41.3,4.84,0.0
2020,2020-090,2.827,90.4,10.0,0.0
2020,2020-091,2.151,13.9,0.38,0.0
2020,2020-092,-0.582,32.7,4.36,0.0
2020,2020-093,-0.485,37.1,6.45,0.0
2020,2020-094,-0.894,26.3,7.79,0.0
2020,2020-095,-1.04,26.5,2.69,0.0
2020,2020-096,0.454,45.4,4.32,0.0
2020,2020-097,-0.762,32.9,3.07,0.0
2020,2020-098,0.031,37.5,4.53,0.0
2020,2020-099,-0.262,43.0,2.77,0.0
2020,2020-100,1.913,75.8,9.25,0.0
2020,2020-101,-0.165,48.0,5.1,0.0
2020,2020-102,-0.016,36.2,4.63,0.0
2020,2020-103,0.132,58.0,4.39,0.0
2020,2020-104,0.607,45.7,5.73,0.0
2021,2021-001,-0.069,44.4,3.76,0.0
2021,2021-002,-0.687,34.3,3.15,0.0
2021,2021-003,-0.788,41.9,4.14,0.0
2021,2021-004,1.076,69.7,5.79,0.0
2021,2021-005,-0.011,34.9,5.04,0.0
2021,2021-006,-0.456,33.3,4.11,0.0
2021,2021-007,-0.039,8.8,0.27,0.0
2021,2021-008,-2.621,0.0,0.0,0.0
2021,2021-009,-0.823,34.4,2.89,0.0
2021,2021-010,-1.543,15.5,1.39,0.0
2021,2021-011,0.455,55.9,7.09,0.0
2021,2021-012,-0.392,9.1,0.92,0.0
2021,2021-013,0.957,52.1,6.15,0.0
2021,2021-014,0.381,61.1,2.24,0.0
2021,2021-015,-1.224,22.7,3.08,0.0
2021,2021-016,0.164,63.7,4.18,0.0
2021,2021-017,-0.709,0.7,0.65,0.0
2021,2021-018,-0.145,10.9,2.1,0.0
2021,2021-019,0.204,50.5,5.85,0.0
2021,2021-020,-0.692,21.1,3.44,0.0
2021,2021-021,0.794,55.0,8.56,0.0
2021,2021-022,0.196,51.6,6.04,0.0
2021,2021-023,-0.03,47.2,2.93,0.0
2021,2021-024,-1.406,17.0,1.2,0.0
2021,2021-025,-0.463,32.9,3.3,0.0
2021,2021-026,-0.727,22.0,3.71,0.0
2021,2021-027,0.939,49.0,9.94,0.0
2021,2021-028,2.334,81.1,9.42,0.0
2021,2021-029,0.068,47.1,5.26,0.0
2021,2021-030,-2.176,0.0,0.0,0.0
2021,2021-031,-1.222,25.3,3.28,0.0
2021,2021-032,0.904,17.7,0.62,0.0
2021,2021-033,-0.96,21.0,2.82,0.0
2021,2021-034,2.718,89.4,10.0,0.0
2021,2021-035,-1.549,18.9,2.72,0.0
2021,2021-036,0.842,50.7,7.83,0.0
2021,2021-037,0.019,14.8,1.98,0.0
2021,2021-038,-0.505,30.6,4.03,0.0
2021,2021-039,-0.452,44.5,4.18,0.0
2021,2021-040,-0.597,20.9,0.0,0.0
2021,2021-041,0.737,57.2,6.12,0.0
2021,2021-042,-0.763,38.7,2.83,0.0
2021,2021-043,0.062,44.9,4.13,0.0
2021,2021-044,-0.765,26.2,3.63,0.0
2021,2021-045,1.819,74.7,9.09,0.0
2021,2021-046,1.062,54.7,6.08,0.0
2021,2021-047,0.299,47.1,4.2,0.0
2021,2021-048,-0.453,43.2,5.63,0.0
2021,2021-049,-0.708,36.2,3.63,0.0
2021,2021-050,0.518,48.9,4.4,0.0
2021,2021-051,-0.44,46.5,3.91,0.0
2021,2021-052,-0.035,40.3,3.87,0.0
2021,2021-053,-0.625,37.9,4.22,0.0
2021,2021-054,1.016,62.3,7.13,0.0
2021,2021-055,0.528,49.3,6.17,0.0
2021,2021-056,0.173,49.5,5.49,0.0
2021,2021-057,0.862,61.0,6.4,0.0
2021,2021-058,-0.418,40.6,3.93,0.0
2021,2021-059,-0.415,47.2,4.36,0.0
2021,2021-060,0.828,22.3,2.2,0.0
2021,2021-061,0.039,41.2,5.57,0.0
2021,2021-062,0.459,50.7,5.14,0.0
2021,2021-063,0.046,45.2,3.63,0.0
2021,2021-064,-0.051,56.0,6.77,0.0
2021,2021-065,-1.533,13.3,2.89,0.0
2021,2021-066,-0.143,39.0,4.92,0.0
2021,2021-067,-1.423,28.3,2.97,0.0
2021,2021-068,-1.259,13.8,2.32,0.0
2021,2021-069,-0.841,28.5,4.29,0.0
2021,2021-070,1.964,77.2,8.38,0.0
2021,2021-071,0.722,53.5,5.05,0.0
2021,2021-072,0.075,41.8,4.22,0.0
2021,2021-073,0.551,40.0,6.72,0.0
2021,2021-074,1.309,65.5,6.84,0.0
2021,2021-075,-0.456,38.4,2.65,0.0
2021,2021-076,-1.334,21.2,1.36,0.0
2021,2021-077,0.051,48.8,3.7,0.0
2021,2021-078,0.881,66.5,6.15,0.0
2021,2021-079,0.008,55.4,5.58,0.0
2021,2021-080,0.595,44.5,7.08,0.0
2021,2021-081,1.084,69.8,5.16,0.0
2021,2021-082,0.828,61.2,6.96,0.0
2021,2021-083,-0.347,30.5,2.5,0.0
2021,2021-084,0.397,49.3,4.72,0.0
2021,2021-085,0.287,50.6,5.0,0.0
2021,2021-086,0.267,55.1,4.64,0.0
2021,2021-087,0.603,18.7,1.39,0.0
2021,2021-088,0.874,60.8,7.22,0.0
2021,2021-089,-1.298,12.7,1.13,0.0
2021,2021-090,0.077,42.6,7.19,0.0
2021,2021-091,-0.767,33.0,4.35,0.0
2021,2021-092,-0.048,37.8,4.39,0.0
2021,2021-093,1.865,87.4,6.5,0.0
2021,2021-094,0.178,47.2,3.88,0.0
2021,2021-095,-0.789,34.3,3.42,0.0
2021,2021-096,-0.619,34.2,2.95,0.0
2021,2021-097,-0.421,41.8,1.95,0.0
2021,2021-098,0.755,56.9,4.07,0.0
2022,2022-001,2.676,88.1,10.0,0.0
2022,2022-002,-0.843,31.8,4.05,0.0
2022,2022-003,2.078,80.0,9.16,0.0
2022,2022-004,-1.528,20.2,0.9,0.0
2022,2022-005,0.396,50.6,4.34,0.0
2022,2022-006,-0.096,31.6,4.21,0.0
2022,2022-007,-2.475,20.6,3.31,0.0
2022,2022-008,-0.367,27.2,3.58,0.0
2022,2022-009,0.592,54.2,4.47,0.0
2022,2022-010,-2.931,0.0,0.0,0.0
2022,2022-011,-1.44,22.7,5.52,0.0
2022,2022-012,0.079,40.4,5.13,0.0
2022,2022-013,0.586,50.1,6.47,0.0
2022,2022-014,1.668,83.8,10.0,0.0
2022,2022-015,-1.141,18.6,2.55,0.0
2022,2022-016,-0.21,33.9,4.71,0.0
2022,2022-017,0.497,47.6,5.76,0.0
2022,2022-018,1.02,59.7,7.38,0.0
2022,2022-019,-0.883,27.3,3.83,0.0
2022,2022-020,-1.331,24.1,2.25,0.0
2022,2022-021,2.026,18.6,1.37,0.0
2022,2022-022,0.817,61.3,8.22,0.0
2022,2022-023,0.46,48.4,6.23,0.0
2022,2022-024,0.175,36.1,5.1,0.0
2022,2022-025,-0.726,23.7,0.64,0.0
2022,2022-026,-0.885,32.0,2.64,0.0
2022,2022-027,-1.617,17.0,0.29,0.0
2022,2022-028,-0.862,38.4,6.26,0.0
2022,2022-029,-0.865,23.7,2.72,0.0
2022,2022-030,0.567,54.0,4.43,0.0
2022,2022-031,-1.127,13.4,2.29,0.0
2022,2022-032,-1.445,18.4,2.87,0.0
2022,2022-033,0.247,56.2,5.13,0.0
2022,2022-034,1.234,44.8,8.2,0.0
2022,2022-035,0.006,36.6,4.04,0.0
2022,2022-036,0.533,53.9,5.04,0.0
2022,2022-037,-1.154,14.1,2.15,0.0
2022,2022-038,-0.299,41.3,2.14,0.0
2022,2022-039,2.156,83.6,10.0,0.0
2022,2022-040,0.1,42.5,5.64,0.0
2022,2022-041,1.08,71.0,7.31,0.0
2022,2022-042,-0.651,44.2,3.23,0.0
2022,2022-043,-1.371,26.4,5.2,0.0
2022,2022-044,-1.895,3.1,0.0,0.0
2022,2022-045,2.088,73.5,10.0,0.0
2022,2022-046,-1.085,21.1,2.97,0.0
2022,2022-047,-0.295,36.2,4.23,0.0
2022,2022-048,0.041,46.0,3.97,0.0
2022,2022-049,1.346,66.2,8.38,0.0
2022,2022-050,0.21,53.8,5.59,0.0
2022,2022-051,-1.431,12.6,3.44,0.0
2022,2022-052,-0.309,26.8,3.33,0.0
2022,2022-053,0.67,59.0,6.55,0.0
2022,2022-054,0.849,60.1,6.0,0.0
2022,2022-055,-2.003,23.2,0.69,0.0
2022,2022-056,1.463,71.8,8.25,0.0
2022,2022-057,0.594,12.8,1.1,0.0
2022,2022-058,1.668,72.8,6.38,0.0
2022,2022-059,0.271,49.0,5.7,0.0
2022,2022-060,-1.632,13.9,2.29,0.0
2022,2022-061,0.503,42.8,7.11,0.0
2022,2022-062,-0.134,50.6,4.73,0.0
2022,2022-063,-1.804,9.2,2.09,0.0
2022,2022-064,-2.607,0.0,0.0,0.0
2022,2022-065,-0.302,35.0,3.84,0.0
2022,2022-066,-0.069,39.3,1.68,0.0
2022,2022-067,-0.421,36.3,3.98,0.0
2022,2022-068,-1.612,12.9,4.12,0.0
2022,2022-069,0.422,21.1,1.73,0.0
2022,2022-070,-0.973,22.1,2.92,0.0
2022,2022-071,-0.439,18.1,0.95,0.0
2022,2022-072,0.071,40.6,3.35,0.0
2022,2022-073,-0.214,27.4,4.82,0.0
2022,2022-074,-0.645,23.4,5.25,0.0
2022,2022-075,-0.615,19.4,2.65,0.0
2022,2022-076,-1.253,21.6,3.65,0.0
2022,2022-077,-0.315,39.2,2.84,0.0
2022,2022-078,-0.101,43.8,6.36,0.0
2022,2022-079,-0.275,35.4,4.56,0.0
2022,2022-080,-0.221,46.2,5.63,0.0
2022,2022-081,-0.493,35.7,5.05,0.0
2022,2022-082,0.299,45.6,4.22,0.0
2022,2022-083,-0.775,34.8,4.8,0.0
2022,2022-084,-0.598,21.6,3.02,0.0
2022,2022-085,-0.369,28.9,4.8,0.0
2022,2022-086,0.52,5.6,0.86,0.0
2022,2022-087,-0.082,45.3,5.41,0.0
2022,2022-088,1.046,56.8,6.44,0.0
2022,2022-089,0.565,44.6,4.79,0.0
2022,2022-090,-1.146,25.2,3.1,0.0
2022,2022-091,1.74,73.3,8.28,0.0
2022,2022-092,-0.769,31.7,5.03,0.0
2022,2022-093,0.133,44.7,6.65,0.0
2022,2022-094,1.674,75.7,7.38,0.0
2022,2022-095,-0.64,37.1,2.69,0.0
2022,2022-096,0.531,48.1,6.86,0.0
2022,2022-097,-0.034,33.4,6.13,0.0
2022,2022-098,0.279,65.3,4.25,0.0
2022,2022-099,-0.908,27.7,3.49,0.0
